1;BENUREAU;Le Grand Plessis;;44980;SAINTE-LUCE-SUR-LOIRE;;02 40 25 95 25;;;restaurant-benureau.com;;;;;;;;;;2 toques;;;;;;;;;Nantes et environs;;;[ 47.246705 , -1.468539]
2;LA CLOSERIE DES ROSES;455 la Haute Meillerais;;44370;VARADES;;02 40 98 33 30;;;contact@lacloseriedesroses.com;http://www.lacloseriedesroses.com;;;;;oui;oui;;;;;;;;;;;;Ancenis et les coteaux de la Loire;;;[ 47.40962921 , -0.96211472]
3;DE LA LOIRE;Le Jarier d'Ancenis - D723;;44150;ANCENIS;;02 40 96 00 03;;;contact@hotel-loire.net;www.hotel-loire.net;;;;;;;;;;;;;;;;;;Ancenis et les coteaux de la Loire;;;[ 47.377862 , -1.141239]
4;LA P'TITE AUBERGE;RN23;Bel Air;44150;SAINT-HERBLON;;;;;;;;;;;oui;;;;;;;;;;;;;Ancenis et les coteaux de la Loire;;;[ 47.3733068 , -1.1587433]
5;LES TERRASSES DE BEL AIR;Lieu dit Bel Air;RD 723;44150;ANCENIS;;02 40 83 02 87;;;terrassebelair.jpg@wanadoo.fr;terrassebelair.free.fr;;;;;oui;oui;;;1 toque;;;;;oui;oui;;;Ancenis et les coteaux de la Loire;Menu adulte : de 15 à 50;;[ 47.3724041 , -1.1606065]
6;LA TABLE DU PÊCHEUR;11 Boulevard Léon Séché;;44150;ANCENIS;;02 40 83 11 36;;;latabledupecheur@wanadoo.fr;www.latabledupecheur.com;;;;;oui;oui;;;;;;;;;;;;Ancenis et les coteaux de la Loire;Menu adulte : de 15 à 28;;[ 47.3668448 , -1.173973]
7;LA TOILE À BEURRE;82 rue St Pierre;;44150;ANCENIS;;02 40 98 89 64;;;latoileabeurre@wanadoo.fr;;;;;;oui;;;;2 toques;;;;;;;;;Ancenis et les coteaux de la Loire;Menu adulte : de 18,5 à 55;;[ 47.3664283 , -1.1755261]
8;LE BISTRO D'ANCENIS;Bd Docteur Moutel;Les Arcades;44150;ANCENIS;;02 40 83 07 88;;;rest.arcades@wanadoo.fr;www.bistro-ancenis.com;;;;;oui;oui;;;;;;;;;;;;Ancenis et les coteaux de la Loire;Menu adulte : de 12,7 à 18;;[ 47.3661499 , -1.1759927]
9;LE 7 DE TABLE;580 rue de l'Industrie ;;44522;MESANGER;;02 51 14 04 14;;;le7detable@orange.fr;http://www.7detable.fr;;;;;;;;;;;;;;;;;;Ancenis et les coteaux de la Loire;;;[ 47.4155899 , -1.1911219]
10;LE PRIEURE DES GOURMANDS;11, rue du Prieuré;;44540;BONNOEUVRE;;02 40 56 30 00;;;le.prieure44@orange.fr;;;;;;;;;;;;;;;;;;;Ancenis et les coteaux de la Loire;;;[ 47.527713 , -1.237004]
11;Au fil des saisons;20 Place Charles de Gaulle;;44330;VALLET;;02 40 36 30 05;;;;www.aufildsaisons.com;;;;;;;;;;;;;;;;;;Clisson et le Vignoble nantais;;;[ 47.160816 , -1.265954]
12;LE DON QUICHOTTE;35, route de Clisson;;44330;VALLET;;02 40 33 99 67;;;;;;;;;;;;;1 toque;;;;;;;;;Clisson et le Vignoble nantais;Menu adulte : de 15,24 à 38;;[ 47.158622 , -1.271169]
13;Auberge de la Comtière;La Comtière;;44330;VALLET;;02 40 33 65 59 ;;;;;;;;;;;;;;;;;;;;;;Clisson et le Vignoble nantais;;;[ 47.184041 , -1.285591]
14;DE LA GARE;23 Rue Ferdinand Albert;;44190;CLISSON;;02 40 36 16 55;;;petit-sa@wanadoo.fr;;;;;;;;;;;;;;;;;;;Clisson et le Vignoble nantais;;;[ 47.086415 , -1.285899]
15;Villa Saint-Germain;170 rue Alphonse Fouschard;;44521;OUDON;;02 51 14 10 04 ;;;;;;;;;;;;;;;;;;;;;;Ancenis et les coteaux de la Loire;;;[ 47.345741 , -1.287906]
16;AUBERGE DU TIRE BOUCHON;34 rue de la Vallée du Havre;;44521;COUFFE;;02 40 96 54 39;;;tire-bouchon@laposte.net;www.aubergedutirebouchon.com;;;;;oui;;oui;;;;;;;;;;;Ancenis et les coteaux de la Loire;;;[ 47.389697 , -1.295797]
17;LA BONNE AUBERGE;1 rue Olivier de Clisson;;44190;CLISSON;;02 40 54 01 90;;;labonneauberge2@wanadoo.fr;;;;;;;;oui;;;;;;;;;;;Clisson et le Vignoble nantais;;;[ 47.09976626 , -1.29714771]
18;La Gétignière;3 rue de la Navette;;44190;GETIGNE;;02 40 36 05 37;;;;www.lagetigniere.com;;;;;;;;;;;;;;;;;;Clisson et le Vignoble nantais;;;[ 47.09976626 , -1.29714771]
19;LE FORMIDABLE;177 levée de la Divate;;44450;LA CHAPELLE-BASSE-MER;;02 40 80 03 81;;;contact@labierepercee.com;www.labierepercee.com;;;;;;;;;;;;;;;;;;Clisson et le Vignoble nantais;;;[ 47.271643 , -1.33891]
20;L'AUBERGE NANTAISE;38 Levée de la Divatte;Bout des Ponts;44450;SAINT-JULIEN-DE-CONCELLES;;02 40 54 10 73;;;;;;;;;;;;;1 toque;;;;;;;;;Clisson et le Vignoble nantais;Menu adulte : de 15 à 48;;[ 47.27087886 , -1.35426606]
21;LE POËLON D'OR;30 bis, rue du 11 novembre;;44110;CHATEAUBRIANT;;02 40 81 43 33;;;lepoelondor@orange.fr;;;;;;;;oui;;2 toques;;;;;;;;;Châteaubriant et environs;Menu adulte : de 16 à 49;;[ 47.7205167 , -1.3770787]
22;HOSTELLERIE DE LA FERRIERE;Rue Winston Churchill;;44110;CHATEAUBRIANT;;02 40 28 00 28;;;hotellaferriere@orange-business.fr;www.hotellaferriere.fr;;;;;;;;;;;;;;;;;;Châteaubriant et environs;;;[ 47.701779 , -1.381743]
23;RESTAURANT JEAN DE LA QUEUE;7 impasse Tournebride;;44690;LA HAIE-FOUASSIERE;;;;;;;;;;;oui;;;;;;;;;;;;;Clisson et le Vignoble nantais;;;[ 47.179372 , -1.407782]
24;RESTAURANT CLEMENCE;91 Levée de la Divatte;;44450;SAINT-JULIEN-DE-CONCELLES;;02 40 36 03 18;;;contact@restaurantclemence.com;www.restaurantclemence.fr;;;;oui;oui;oui;;;;;;;oui;oui;oui;;;Clisson et le Vignoble nantais;Menu adulte : de 15 à 85;;[ 47.2669725 , -1.4117822]
25;MANOIR DE LA BOULAIE;33 rue de la Chapelle St Martin;;44115;HAUTE-GOULAINE;;02 40 06 15 91;;;reservation@manoir-de-la-boulaie.fr;www.manoir-de-la-boulaie.fr;;;;;oui;;oui;;4 toques;;2 étoiles;;;;;;;Clisson et le Vignoble nantais;;;[ 47.1899399 , -1.4285761]
26;LA CLOSERIE;Chemin Nantais;;44470;THOUARE-SUR-LOIRE;;;;;sibolo@wanadoo.fr;www.hotel-restaurant-nantes.com;;;;;oui;;;;;;;;;;;;;Nantes et environs;;;[ 47.288067 , -1.432533]
27;AUBERGE DE LA GAILLOTIERE;La Gaillotière;;44690;CHATEAU-THEBAUD;;02 28 21 31 16;;;contact@auberge-la-gaillotiere.fr;www.auberge-la-gaillotiere.fr;;;;;;;;;1 toque;;;;;;;;;Clisson et le Vignoble nantais;Menu adulte : de 13 à 26.50;;[ 47.1311398 , -1.4332719]
28;LA DIVATE;28 levée de la Divatte;;44450;SAINT-JULIEN-DE-CONCELLES;;02 40 54 19 66;;;;;;;;;;;oui;;;;;;;;;;;Clisson et le Vignoble nantais;;;[ 47.2455626 , -1.4366337]
29;Le Bistrot Nantais;24 Levée de le Divatte;;44450;SAINT-JULIEN-DE-CONCELLES;;02 40 54 10 20 ;;;;;;;;;;;;;;;;;;;;;;Clisson et le Vignoble nantais;;;[ 47.245514 , -1.436659]
30;LA CHAUMIERE;12 rue des Ponts;;44470;THOUARE-SUR-LOIRE;;02 40 77 30 94 ;;;;;;;;;oui;;;;1 toque;;;;;;;;;Nantes et environs;;;[ 47.2650508 , -1.4395534]
31;VILLA MON REVE;Route des Bords de Loire;D751 - Levée de la Divatte;44115;BASSE-GOULAINE;;02 40 03 55 50;;;contact@villa-mon-reve.com;www.villa-mon-reve.com;;;;oui;oui;;;;2 toques;;;;;;;;;Nantes et environs;Menu adulte : de 23 à 87;;[ 47.2331882 , -1.4630353]
32;LA HAUTE FORET;53 Boulevard de l'Europe;;44120;VERTOU;;;;;lahauteforet@wanadoo.fr;www.la-haute-foret.com;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.170009 , -1.467114]
33;Manoir du Petit Plessis;Le Petit Plessis;;44980;SAINTE-LUCE-SUR-LOIRE;;02 40 08 99 85;;;;www.lepetitplessis.fr;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.246908 , -1.469317]
34;RESTAURANT DU PONT;147 rue du grignon;;44115;BASSE-GOULAINE;;02 40 03 58 62;;;;www.restaurant-du-pont.fr;;;;;oui;;;;2 toques;;;;;;;;;Nantes et environs;Menu adulte : de 17 à 44;;[ 47.2153934 , -1.4749447]
35;MONTE CRISTO;11 quai de la Chaussée des Moines;;44120;VERTOU;;02 40 34 40 36;;;contact@monte-cristo.fr;www.monte-cristo.fr;;;;oui;oui;;;;1 toque;;;;;;;;;Nantes et environs;;;[ 47.1686207 , -1.4809551]
36;LE LAURIER FLEURI;460 route de Clisson;;44120;VERTOU;;;;;lelaurierfleuri@orange.fr;www.lelaurierfleuri.fr;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.18723 , -1.482801]
37;LE PELICAN;13, Place Georges Gaudet;;44140;GENESTON;;02 40 04 77 88;;;;;;;;;;oui;;;2 toques;;;;;;;;;Pays de Grandlieu, Machecoul et Logne;;;[ 47.0554239 , -1.5122468]
38;LE CLOS ST-THOMAS;102, rue de la Mairie;;44240;SUCE-SUR-ERDRE;;02 40 77 71 34;;;yvonnick.briand@wanadoo.fr;www.restaurant-clos-st-thomas.com;;;;oui;;;;;;;;;;;;;;Canal de Nantes à Brest et Pays de Redon;;;[ 47.3396302 , -1.5261822]
39;MANOIR DE LA REGATE (LE);155, Route de Gachet;;44300;NANTES;;02 40 18 02 97;;;info@manoir-regate.com;http://www.manoir-regate.com;;;;;oui;oui;;;2 toques;;;;;;;;;Nantes et environs;;;[ 47.293755 , -1.527529]
40;Amandine Restaurant;45 Boulevard des Batignolles;;44300;NANTES;;02 40 50 07 07;;;amandine@brithotel.fr;http://www.brithotel.fr;;;;;;oui;;;;;;;;;;;;Nantes et environs;;;[ 47.254493 , -1.5282982]
41;B.A. Ba Restaurant;16 Boulevard Georges Pompidou;;44200;NANTES;;02 28 44 38 04 ;;;;;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.208953 , -1.528629]
42;BEAUJOIRE HOTEL Rest. LE JARDIN;15 Rue des Pays de la Loire;;44300;NANTES;;;;;beaujoire-hotel@wanadoo.fr;www.beaujoire.com;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.257457 , -1.529558]
43;AUBERGE DU VIEUX GACHET;Le vieux gachet;;44470;CARQUEFOU;;;;;;;;;;;;;;;1 toque;;;;;;;;;Nantes et environs;;;[ 47.2960463 , -1.5297102]
44;RIVE GAUCHE (LE);10, Côte Saint-Sébastien;;44200;NANTES;;02 40 34 38 52;;;rive.gauche@wanadoo.fr;http://www.lerivegauche-restaurant.com/;;;;oui;oui;;;;;;;;oui;oui;oui;oui;;Nantes et environs;Menu adulte : de 22 à 68;;[ 47.2012635 , -1.5314653]
45;ABELIA (L');125 boulevard des poilus;;44300;NANTES;;02 40 35 40 40;;;restaurant.abelia@neuf.fr;http://http//labelia.cartesurtables.com;;;;;oui;oui;;;2 toques;;;;;;;;;Nantes et environs;Menu adulte : de 26 à 50;;[ 47.2322643 , -1.5316317]
46;COU DE LA GIRAFE (LE);84, Rue du Général Buat;;44000;NANTES;;02 51 81 98 26;;;;;;;;;;;;;;;;;;;;;;Nantes et environs;Menu adulte : de 13,5 à 17,8;;[ 47.2303663 , -1.5394132]
47;BRASSERIE FELIX;1, Rue rue Lefèvre-Utile;;44000;NANTES;;02 40 34 15 93;;;contact@brasseriefelix.com;www.brasseriefelix.com;;;;;;;;;1 toque;;;;;;;;;Nantes et environs;Menu adulte : de 16 à 45;;[ 47.2143292 , -1.5441412]
48;La Tavola;18 rue de Richebourg;;44000;NANTES;;02 40 74 11 61 ;;;;;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.217741 , -1.54545]
49;MAISON BARON-LEFEVRE;33, Rue de Rieux;;44000;NANTES;;02 40 89 20 20;;;baron-lefevre@wanadoo.fr;;;;;;oui;;;;2 toques;;;;;;;;;Nantes et environs;Menu adulte : de 15 à 25;;[ 47.2104248 , -1.545918]
50;SQUARE (LE);14 rue de Jemmapes;;44000;NANTES;;02 40 35 98 09;;;;www.squarenantes.com;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.2127534 , -1.5462059]
51;Le Vanola;34 rue de Richebourg;;44000;NANTES;;02 40 74 13 88 ;;;;;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.217379 , -1.546288]
52;A ma table;11 rue Fouré;;44000;NANTES;;02 40 47 01 18;;;;www.amatable-restaurant.com;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.213296 , -1.546345]
53;Plan B;29 rue Fouré;;44000;NANTES;;02 85 37 15 02;;;;www.planbnantes.com;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.211742 , -1.5467]
54;LA TAVERNE DU CHÂTEAU;23 allée du Commandant Charcot;;44000;NANTES;;02 40 74 87 37;;;;www.lataverne.com/restaurant.php;;;;;oui;;;;;;;;;;;;;Nantes et environs;;;[ 47.2166963 , -1.5467448]
55;GRESSIN (LE);40 bis, Rue Fouré;;44000;NANTES;;02 40 48 26 24;;;;;;;;;;;;;;;;;;;;;;Nantes et environs;Menu adulte : de 14,5 à 27;;[ 47.2115021 , -1.5469734]
56;La Raffinerie;54 rue Fouré;;44000;NANTES;;02 40 74 81 05;;;;www.restaurantlaraffinerie.fr;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.210388 , -1.547246]
57;Aux délices bretons;45, Rue du Maréchal Joffre;;44000;NANTES;;02 28 24 00 25 ;;;;;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.221319 , -1.547759]
58;CHANTS D'AVRIL (LES);2, Rue Laënnec;;44000;NANTES;;02 40 89 34 76;;;;;;;;;;;;;1 toque;;;;;;;;;Nantes et environs;Menu adulte : de 18,5 à 22;;[ 47.2124928 , -1.5480567]
59;Le Bistroquet;87 rue du Maréchal Joffre;;44000;NANTES;;02 40 74 09 44;;;;www.bistroquet.fr;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.220213 , -1.548983]
60;L’Atelier d’Alain;24 rue des olivettes;;44000;NANTES;;02 40 84 38 66;;;;www.atelieralain.fr;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.21057 , -1.549229]
61;Le P’tit qu’a fait;11 rue des Olivettes;;44000;NANTES;;09 52 67 31 26;;;;www.leptitquafait.fr;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.212048 , -1.549983]
62;Rêves marins...;2 rue du Roi Albert;;44000;NANTES;;02 40 47 00 96 ;;;;;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.218707 , -1.551038]
63;PATIO'NNEMENT;8 due de l'Emery;;44000;NANTES;;02 51 82 41 16;;;lepationnement@free.fr;www.lepationnement.fr/;;;;;oui;;;;;;;;;;;;;Nantes et environs;;;[ 47.2158088 , -1.5520352]
64;Bistrot l’Alchimiste;7 rue Saint-Denis;;44000;NANTES;;02 40 20 46 20;;;;www.centre-de-degustation.com;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.217919 , -1.552043]
65;Resto-revues;2 rue du Refuge;;44000;NANTES;;02 40 47 42 91 ;;;;;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.218743 , -1.552198]
66;Le P’tite Ardoise;13 boulevard Babin Chevaye;;44000;NANTES;;02 40 69 66 20 ;;;;;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.205513 , -1.552259]
67;La Mangeoire;16, rue des petites écuries;;44000;NANTES;;;;;;;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.215333 , -1.552365]
68;Le Gribiche;3 rue de la Tour d’Auvergne;;44000;NANTES;;02 40 47 95 59;;;;www.legribiche.fr;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.206677 , -1.552679]
